"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.48","42.18","49.97","48.19","50.6","39.34","44.21","43.71","40.29","43.86","44.73","48.77","60.35","74.39","75.49","83.97","85.5","86.15","68.29","81.76","92.3","95.71","99.12","110.61","90.27","87.87","71.74","68.53","76.27","77.94","",
"American Samoa","ASM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","181.62","190.19","232.88","232.74","149.1","114.86","95.58","70.19","91.28","94.78","161.25","72.57","70.71","67.66","72.5","72.67","72.97","76.22","80.41","83.31","92.91","89.75","83.38","81.99","93.12","94.02","97.82","102.45","84.06","89.68","96.21","97.02","96.26","96.04","93.73","95.88","97.92","96.89","99.46","99.39","98.57","102.88","104.41","107.41","81.47","87.28","93.87","97.63","99.37","101.15","101.81","99.32","100.66","100.77","101.02","98.21","89.69","87.95","84.77","81.19","81.5","",
"Australia","AUS","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","20.94","24.89","25.23","28.45","24.16","33.47","26.08","37.47","31.22","30.56","33.02","29.74","36.26","35.23","38.18","37.56","34.19","47.61","45.93","39.02","48.45","37.85","57.21","56.37","54.86","54.64","48.51","53.22","53.86","54.51","56.22","54.43","59.51","63.46","51.86","69.83","83.17","79.05","87.5","90.92","89.66","90.73","60.18","92.87","89.88","93.3","59.11","69.37","84.7","85.64","99.76","111.34","103.58","102.87","97.94","99.19","131.17","104.5","84.06","76.62","127.11","",
"Austria","AUT","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","98.95","89.47","100.86","106.94","77.16","96.41","102.59","110.3","104.55","102.84","96.95","92.27","100.1","97.81","97.61","100.66","93.06","102.27","96.2","106.19","93.64","121.18","104.67","105.46","96.17","97.97","93.63","110.86","100.81","103.55","101.47","92.65","93.89","96.03","98.04","93.51","100.57","103.6","107.42","100.96","104.79","103.57","97.56","112.92","105.23","102.2","107","120","112.19","92.34","111.7","93.12","93.25","107.93","92.74","99.33","93.71","98.78","98.08","103.38","100.74","",
"Azerbaijan","AZE","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.98","60.6","52.44","47.83","54.74","43.95","44.73","50.47","59.31","68.26","71.76","75.82","75.33","90.57","88.93","88.59","92.47","95.17","86.57","94.76","98.82","101.08","92.52","102.1","105.38","115.97","125.25","137.56","137.81","142.51","",
"Burundi","BDI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","49.34","49.18","48.98","54.31","53.79","54.05","56.56","57.67","56.66","58.08","59.77","53.64","60.47","56.58","60.76","61.94","63.41","60.78","61.34","59.88","67.33","63.23","63.98","63.04","72.22","75.37","78.13","79.5","75.03","81.01","85.51","88.11","84.39","75.65","78.25","79.06","78.5","73.75","77.85","80.61","88.37","103.09","87.59","105.13","84.72","97.7","86.3","95.74","90.85","101.46","94.11","81","116.45","101.22","95.57","103.21","97.88","121.26","131.96","130.54","121.22","",
"Belgium","BEL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.95","84.94","94","93.45","104.21","96.67","88.66","94.07","91.58","98.8","100.25","101.77","91.05","97.7","109.39","99.94","90.67","102.1","86.86","99.86","95.57","98.57","",
"Benin","BEN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","13.45","12.84","12.6","12.88","13.42","13.13","14.74","15.44","15.13","15.68","15.95","16.15","16.55","15.04","14.7","16.76","16.83","18.9","19.8","18.08","17.7","18","17.98","23.69","23.59","26.26","22.2","27.88","28.93","30.69","34.54","33.5","37.63","39.06","43.08","48.31","51.29","52.1","55.74","57.3","58.82","67.84","65.17","69.9","63.45","57.39","59.98","72.28","74.79","75.76","83.11","88.88","97.66","103.67","92.24","104.08","110.4","117.21","124.72","122.3","129.16","",
"Burkina Faso","BFA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","8.98","10.03","10.13","11.38","10.9","11.5","11.74","12.87","12.43","12.44","11.15","11.16","10.66","12.98","14.75","13.41","13.41","14.66","15.37","14.15","16.25","16.21","16.01","16.27","21.5","24.91","22.17","26.3","24.76","22.58","29.65","28.82","29.54","28.6","28.46","32.18","30.31","37.27","37.32","30.62","45.13","45.68","50.21","46.31","57","58.73","46.9","68.56","59.71","70.33","63.2","76.61","91.77","99.64","98.08","102.28","95.51","107.68","116.45","122.71","113.09","",
"Bangladesh","BGD","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","27.03","25.49","28.8","28.69","29.32","27.92","31.85","32.18","33.93","31.94","28.82","28.92","32.12","30.48","33.86","32.29","34.84","35.62","34.99","37.11","36.77","38.15","39.09","39.31","41.03","41.48","40.83","40.84","44.91","45.07","47.08","47.47","47","44.94","46.47","48.95","49.49","51.24","58.59","62.5","61.14","62.73","64.15","62.56","70.97","73.37","77.62","84.01","84.55","89.65","93.78","94.27","96.58","98.76","100.69","100.55","108.47","108","109.87","111.84","117.01","",
"Bulgaria","BGR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","88.3","99.7","104.72","108.68","112.12","129.36","121.88","121.21","127.21","124.06","124.37","131.42","131.26","122.63","124.38","135.67","119.86","127.77","130.99","120.87","135.76","147.01","122.69","139.22","105.99","128.01","118.61","120.05","128.98","116.16","113.77","100.38","73.44","86.51","98.85","69.42","84.58","78.51","77.05","67.67","74.03","79.76","69.07","90.51","66.98","71.88","53.3","82.73","75.48","87.54","87.97","78.03","102.83","101.26","97.03","101.71","108.23","108.07","110.9","89.77","113.35","",
"Bahrain","BHR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","68.62","68.47","69.27","69.27","69.46","68.36","68.9","69.31","69.74","70.38","70.94","72.05","72.06","77.57","109.49","144.94","183.32","182.71","182.8","184.88","81.67","63.92","64.75","65.43","73.52","77.09","85.89","85.92","85.63","49.27","52.54","60.33","65.78","77.17","94.47","95.3","94.99","111.38","96.79","94.71","92.17","81.52","82.33","80","74.51","99.4","92.22","89.94","89.52","88.39","86","86.15","85.37","92.36","98.43","109.21","94.53","95.87","99.51","102.14","106.32","",
"Bahamas, The","BHS","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","25.6","26.78","28.23","29.17","30.13","32.35","34.43","34.7","34.9","37.99","36.01","41.23","41.71","42.83","44.57","49.47","49.09","48.08","48.26","48.15","52.21","50.73","48.59","51.03","49.3","47.84","48.4","49.34","51.68","51.54","47.83","45.33","46.3","47.83","52.35","52.3","55.06","57.43","61.99","60.85","63.59","61.55","64.78","69.76","68.95","73.04","78.49","78.12","71.86","91.47","93.77","93.87","94.83","98.92","100.59","100.49","100.75","102.52","100.6","101.09","101.46","",
"Bosnia and Herzegovina","BIH","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.05","70.86","63","62.75","65.97","81","87.37","86","68","77.04","83.29","73.34","102.19","96.91","99.72","92.89","101.68","104.92","95.42","97.55","82.24","105.87","83.5","98.45","118.05","95.06","127.66","115.28","129.59","107.68","",
"Belarus","BLR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.16","109.52","80.85","86.28","95.45","78.56","74.05","67.11","81.82","78.91","82.2","87.31","104.53","93.56","96.02","101.69","116.71","108.38","103.61","98","107.23","93.12","108.07","97.84","94.09","101.3","91.5","96.1","101.04","92.93","",
"Belize","BLZ","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","14.96","12.01","13.29","16.77","17.7","20.71","23","26.07","24.33","26.08","27.7","29.03","30.86","34.17","31.48","28.95","35.42","40.52","36.03","43.15","42.95","46.09","40.41","41.08","40.67","42.07","48.8","45.89","51.41","56.03","52.78","66.18","71.81","66.26","74.62","80.99","89.86","82.59","90.33","105.26","101.21","89.33","91.7","104.23","108.95","105.45","104.77","101.61","101.43","101.1","91.31","112.25","101.46","104.03","102.26","93.71","103.24","95.73","93.17","93.33","99.87","",
"Bermuda","BMU","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","14.35","14.89","16.18","16.7","17.36","18","18.52","20.38","20.25","21.11","22.14","23.84","26.78","27.18","28.9","29.09","27.5","27.23","26.81","28.16","29.49","30.18","20.99","29.03","33.45","33.72","34.97","35.64","35.92","36.49","39.74","38.22","41.15","43.89","48.69","51.01","52.26","53.43","53.83","56.4","57.61","60.21","63.85","62.05","66.18","68.06","68.03","68.11","80.9","75.51","77.19","88.93","93.33","96.23","102.41","101.36","95.23","107.97","107.81","107.04","116","",
"Brazil","BRA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","17.03","17.92","17.77","17.27","21.13","19","20.95","20.76","21.44","21.73","23.63","24.39","23.04","25.78","25.94","26.18","28.82","27.56","29.11","32.02","33.85","33.89","33.9","36.67","41.06","37.73","42.42","42.54","44.44","41.16","41.97","44.43","43.7","47.33","48.47","45.66","48.85","49.76","52.97","54.08","57.35","61.1","66.5","69.09","68.13","71.77","77.96","84.62","82.38","88.04","93.81","90.84","97.55","98.95","102.69","98.36","109.36","109.71","111.98","116.37","115.07","",
"Barbados","BRB","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","506.74","530.98","607.24","537.17","615.8","557.41","648.81","506.15","467.51","532.04","463.88","407.73","388.42","353.46","324.73","343.71","391.76","349.19","396.42","452.44","372.03","323.54","296.5","313.82","302.71","341.22","276.57","274.52","232.3","247.63","244.48","225.99","202.27","201.12","206.37","257.26","252.05","217.17","237.59","243.82","203.83","202.19","199.1","181.58","207.76","180.35","181.88","157.69","174.82","141.65","150.89","143.65","117.45","112.84","99.47","87.69","102.47","114.82","97.21","95.38","87.63","",
"Brunei Darussalam","BRN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","74.92","74","66.13","64.03","56.99","56.9","63.18","60.91","69.54","68.89","59.29","59.11","74.2","91","90.28","77.68","65.5","65.35","66.85","63.2","63.14","65.06","69.53","61.01","47.02","49.59","48.16","52.28","49.8","54.18","53.7","51.28","57.32","59.3","65.33","68.99","66.96","64.18","74.14","83.96","86.04","88.45","91.76","100.67","90.58","81.16","80.94","82.66","85.36","88.22","91.21","92.17","94.48","97.26","98.13","104.61","103.44","98.64","98.27","98.31","96.82","",
"Bhutan","BTN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","33.9","34.99","36.03","36.99","37.95","38.82","39.83","40.81","41.79","42.65","43.69","44.61","45.62","46.57","47.6","48.59","49.68","51.07","52.4","55.81","60.55","60.81","62.09","69.1","63.74","65.63","74.51","60.65","61.34","72.95","67.64","69.34","71.74","72.73","74.37","73.55","70.77","67.87","64.4","54.03","55.42","53.68","58.41","69.9","104.86","113.55","110.85","91.04","83.3","86.8","108.07","93.06","91.01","94.85","95.7","109.45","106.29","88.02","94.25","102.65","90.97","",
"Botswana","BWA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","71.69","45.45","48.29","52.26","50.67","55.27","68.65","57.16","67.74","51.1","89.97","77.58","63.36","93.52","82.08","103.87","91.08","79.31","68.83","80.47","84.11","71.42","67.13","62.32","68.49","69.62","68.71","98.65","94.47","90.24","66.53","54.93","65.52","71.2","72.52","86.32","70.19","59.14","63.62","66.93","68.8","73","74.52","70.56","75.5","75.93","73.17","81.08","81.25","90.82","107.55","83.86","76.73","93.14","104.08","102.78","101.74","134.93","115.65","178.33","147.33","",
"Central African Republic","CAF","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","47.12","47.38","49.16","47.51","51.17","50.17","54.31","56.49","59.31","58.85","57.93","61.35","63.16","68.8","68.86","69.69","69.54","66.65","71.23","70.89","71.23","73.23","69.6","66.96","64","72.32","66.24","70.51","70.15","68.95","68.61","68.22","68.68","73.4","76.54","84.81","89.21","90.54","87.21","89.92","92.88","90.78","85.82","89.03","89.98","91.77","96.19","97.87","101.43","98.79","103.4","105.44","104.72","100.46","97.98","101.56","106.44","109.07","110.23","112.69","114.03","",
"Canada","CAN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","18.13","27.21","31.3","27.58","30.87","36.24","29.01","32.68","34.21","30.69","37.78","33.66","35.23","31.14","36.99","40.45","41.62","44.44","40.56","42.55","48.7","52.01","48.08","46.41","51.13","58.02","55.27","42.16","50.69","58.92","57.97","54.5","59.59","61.44","62.53","65.88","62.92","67.36","72.89","68.92","56.67","49.85","64.53","69.88","73.33","70.82","69.56","82.41","80.15","78.66","81.26","85.67","106.59","93.45","98.52","108.03","107.87","107.06","106.99","110.98","82.77","",
"Central Europe and the Baltics","CEB","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","118.66","127.07","119.96","125.63","98.85","116.04","137.22","120.14","124.66","116.55","122.74","103.07","122.4","104.85","121.08","111.91","101.76","115.2","132.42","111.88","113.23","152.09","118.16","135.73","122.48","124.55","104.43","138.14","132.34","123.94","111.19","132.36","118.95","109.14","110.45","131.58","111.37","127.4","103.27","122.28","99.27","106.94","93.01","111.3","99.93","96.44","107.09","102.59","109.82","95.61","117.03","101.73","92.17","110.22","96.5","93.29","96.02","107.56","98.23","103.77","84.84","",
"Channel Islands","CHI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","27.16","28.08","27.53","28.32","25.87","29.68","29.66","30.66","26.2","27.77","31.14","31.41","27.6","28.97","28.94","29.11","34.2","33.61","37.17","36.62","38.02","38.28","35.47","38.89","39.15","40.59","42.57","45.5","48.83","51.01","53.63","55.96","57.97","62.2","65.46","67.89","66.15","67.26","65.9","68.87","74.03","75.3","78.64","79.86","84.59","87.14","81.31","83.63","85.8","90.59","96.67","98.22","102.36","96.62","101.86","101.52","100.41","112.77","110.73","104.65","107.86","",
"China","CHN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","14.28","15.01","15.45","16.24","17.7","19.1","19.26","19.15","19.41","20.79","21.32","20.62","23.41","23.31","23.79","23.41","23.99","26.45","26.88","26.6","27.81","30.44","32.83","35.38","34.15","34.85","36.72","36.73","37.51","40.21","41.45","42.83","45.64","46.5","49.73","53.59","54.9","56.59","58.59","62.15","63.47","66.3","66.16","70.77","72.91","74.68","77.64","82.35","83.9","86.34","90.9","93.45","95.62","97.24","101.56","101.2","103.15","104.47","107.06","107.69","109.18","",
"Cote d'Ivoire","CIV","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","14.6","14.69","16.83","19.06","17.86","20.36","18.03","21.93","21.44","23.2","23.9","23.98","26.02","26.1","30.83","31.15","31.31","31.06","34.72","35.24","38.91","35.71","35.6","36.74","41.29","42.18","43.86","45.27","46.24","49.94","48.46","50.8","48.85","50.61","56.44","58.75","61.92","65.32","66.09","71.68","67.51","67.38","66.76","67.93","70.99","73.53","70.56","74.37","69.34","73.51","76.14","83.12","85.71","94.35","104.58","101.08","111.1","116.96","121.55","126.22","126.06","",
"Cameroon","CMR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","15.14","16.38","18.16","18.79","17.42","17.93","20.39","21.33","20.97","22.73","23.13","24.26","24.76","27.34","26.91","25.23","25.63","25.29","25.73","26.35","26.92","28.01","27.26","27.65","29.21","31.96","27.17","28.89","29.7","30.48","31.18","30.91","32.87","34.73","37.47","39.65","37.75","40.51","42.18","42.91","43.13","44.03","46.24","47.35","57.5","61.42","65.21","67.46","72.79","80.68","81.88","88.35","90.95","94.8","100.86","104.34","99","100.5","102.53","101.66","104.7","",
"Congo, Dem. Rep.","COD","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","28.83","29.19","29.37","29.35","29.59","29.94","31.03","32.97","33.68","35.03","35.4","36.23","37.14","38.08","39.13","39.74","40.03","38.72","40.69","42.5","43.26","45.59","46.78","48.13","49.8","50.88","51.98","53.56","55.13","57.99","60","61.49","61.85","63.26","51.52","51.08","49.58","50.32","49","48.11","46.98","46.01","46.31","46.58","46.85","47.09","47.51","47.94","48.32","81.17","84.82","87.1","92.58","99.37","100.03","100.6","105.98","108.51","110.94","115.67","120.64","",
"Congo, Rep.","COG","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","33.05","33.86","34.45","35.33","36.3","36.51","39.86","39.55","38.92","38.56","39.55","37.87","39.18","38.48","39.44","40.22","41.59","40.03","40.84","42.17","43.93","46.42","45.62","47.63","49.77","48.02","49.18","51.01","49.94","49.46","47.56","48.53","49.37","53.02","57.12","59.3","59.2","57.53","61.96","63.4","64.77","65.17","66.98","70.13","73.38","76.04","78.44","82.35","85.48","83.76","85.11","89.36","91.84","100.98","100.53","98.49","99.12","102.43","102.97","102.64","107.01","",
"Colombia","COL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","28.5","31.01","29.28","31.28","31.64","32.71","33.34","35.38","35.49","36.92","37.28","38.58","41.22","43.49","47.61","48.34","51.05","55.5","56.53","57.61","59.07","55.93","56.35","57.86","55.54","58.49","59.06","61.88","64.13","68.72","70.53","74.1","69.64","68.34","71.91","70.6","71.42","69.54","72.21","73.15","73.84","76.49","80.56","82.28","81.13","82.42","85.26","83.43","79.68","77.62","78.36","86.42","93.32","95.01","100.59","104.4","92.56","98.88","105.54","101.23","98.93","",
"Comoros","COM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","39.19","39.53","40.39","41.51","42.3","44.07","44.13","44.75","45.49","45.19","44.97","43.99","47.84","47.96","45.95","47.03","49.19","50.67","52.06","51.89","49.12","51.28","52.71","50.79","52.16","54.74","60.58","61.62","63.26","68.29","71.13","72.62","73.97","74.67","78","80.15","79.05","81.95","83.35","83.47","85.25","84.52","86.67","88.15","87.75","92.9","94.39","96.42","96.94","96.72","98.21","97.11","100.71","96.51","98.38","105.11","105.33","107.32","107.08","106.74","107.21","",
"Cabo Verde","CPV","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","43.88","48.22","49.66","53.23","57.95","59.72","57.94","39.34","39.29","31.36","26.61","24.76","23.85","25.05","26.23","30.92","30.03","35","40.33","55.22","34.09","32.41","30.43","40.74","36.16","52.39","84.33","78.84","78.12","68.5","55.27","50.74","50.82","45.59","46.1","52.06","49.68","52.39","75.22","99.6","97.26","88.87","92.57","91.17","87.86","89.17","98.97","91.43","89.68","87.65","100.06","104.42","109.56","100.53","101.41","98.06","91.26","72.04","70.18","69.59","70.89","",
"Costa Rica","CRI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","13.67","14.39","14.99","14.81","16.34","18.16","19.02","21.28","23.8","25.18","27.63","27.57","29.91","27.66","29.35","28.94","29.77","31.44","31.5","31.53","32.51","31.51","33.8","35.34","33.14","34.72","35.82","38","45.49","49.41","50.98","55.44","55.3","56.38","58.7","62.77","63.95","68.01","69.94","70.88","71.32","67.72","70.69","72.23","76.06","86.93","83.3","79.94","80.81","84.9","89.33","94.72","95.14","99.17","97.63","103.2","105.76","104","96.99","94.64","98.89","",
"Caribbean small states","CSS","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","94.32","71.09","62.95","68.82","85.45","70.1","87.8","80.53","76.08","126.74","90.6","82.21","88.68","97.71","95.1","98.31","107.52","122.77","132.49","115.67","123.85","131.02","125.24","138.74","128.64","129.85","131.67","140.35","146.52","146.48","142.05","127.65","87.61","86.42","79.21","97.03","93.93","86.44","104.54","125.11","124.68","130.06","131.46","138.19","108.38","89.16","95.23","95.13","97.69","84.44","88.97","94.41","98.12","97.18","101.09","101.73","103.91","91.8","92.64","70.99","65.26","",
"Curacao","CUW","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","164.06","165.79","148.8","147.69","205.45","200.21","239.74","241.31","262.65","241.82","276.95","261.94","187.64","224.53","185.07","199.72","198.85","201.57","214.75","221.02","224.36","218.47","221.7","228.5","219.31","198.51","208.4","231.48","246.8","221.24","169.64","212.87","223.76","172.68","221.92","203.57","159.47","183.71","192.84","176.58","169.82","177.97","169.52","185.48","151.89","142.99","132.13","110.62","108.92","110.17","117.92","104.56","99.1","101.4","109.17","89.43","94.43","86.67","88.74","87.23","82.45","",
"Czechia","CZE","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.05","89.31","93.16","94.89","90.67","91.96","98.08","92.26","96.34","80.86","67.93","99.55","89.72","78.17","85.52","95.04","91.46","80.83","94.38","79.85","91.06","104.2","94.61","101.19","90.19","87.42","87.1","92.93","92.26","",
"Germany","DEU","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","74.7","90.07","95.19","88.48","80.31","84.93","95.87","93.78","83.44","88.8","86.71","87.09","89.95","91.49","81.14","74.24","84.61","88.1","89.08","81.32","79.86","94","81.54","94.8","94.75","96.16","91.79","97.45","95.51","89.56","81.2","81.59","82.24","79.25","83.52","87.51","88.71","92.38","96.44","101.29","100.61","91.73","81.79","103.86","96","90.6","91.69","100.26","103.7","91.64","90.66","94.85","96.18","107.61","97.52","94.87","95.45","81.75","88.66","90.62","90.34","",
